Genre,Movie Name,Duration,Duration Minutes,Rating,Votes
Crime,All That Glitters,1h 51m,N/A,8.0,36
Crime,The Bottom Line,1h 47m,107,6.5,12
Crime,"LSD 2: Love, Sex Aur Dhokha 2",1h 59m,119,3.8,2800
Crime,PT Sir,2h 10m,130,6.8,1700
Crime,The Murder of Sandra Rivett,1h 30m,90,6.2,144
Crime,Double or Nothing,1h 30m,N/A,N/A,N/A
Crime,The Texas Cheerleader Murder Plot,1h 40m,100,5.0,294
Crime,The Legend of the Vagabond Queen of Lagos,1h 40m,100,7.8,32
Crime,The Hitmen,1h 24m,84,N/A,N/A
Crime,First Rites,1h 54m,114,7.0,5
Crime,Troll Factory,1h 49m,109,5.8,465
Crime,La mort viendra,1h 41m,101,6.0,41
Crime,Thankamani,2h 36m,156,4.6,229
Crime,State of Silence,1h 20m,80,6.5,109
Crime,Hit List,2h 5m,125,5.5,310
Crime,Vivekam,1h 44m,104,8.2,308
Crime,Filthy Animals,1h 36m,96,7.3,91
Crime,Yevam,2h 3m,123,6.1,1500
Crime,Cry of Silence,1h 56m,116,6.2,72
Crime,Tiger Wolf Rabbit,2h 6m,126,6.3,479
Crime,Rautu Ka Raaz,1h 54m,114,6.3,2000
Crime,Who Killed Angel Adams?,1h 16m,76,6.3,23
Crime,A Hateful Enemy,1h 16m,76,N/A,N/A
Crime,"Bullets, Brothers and Blood",1h 25m,85,7.8,15
Crime,Taxali Gate,1h 35m,95,6.6,118
Crime,Abudeka Is Back,2h,120,5.3,34
Crime,Brattt,1h 57m,117,4.7,67
Crime,Uninvited,1h 33m,93,6.8,72
Crime,Pathological: The Lies of Joran van der Sloot,1h 33m,93,6.5,344
Crime,Best Man Dead Man,1h 23m,83,6.9,8
Crime,Routa,2h 7m,127,6.5,31
Crime,Abnormal: Buas,1h 30m,90,5.6,26
Crime,Mirza: Part 1 - Joker,2h 45m,165,6.8,239
Crime,Tumbadores,2h 45m,N/A,5.0,61
Crime,Raktaksha,1h 58m,118,8.4,1400
Crime,Quotation Gang Part 1,1h 58m,118,8.8,21
Crime,Hain,1h 35m,95,2.9,45
Crime,Sentimentaaal,2h 15m,135,5.8,973
Crime,GATAO: Like Father Like Son,1h 40m,100,6.8,67
Crime,The Troll Hunter,1h 22m,82,N/A,N/A
Crime,Killerwood,1h 24m,84,7.2,25
Crime,Dream Team,1h 31m,91,5.2,59
Crime,Gold Boy,2h 9m,129,6.5,129
Crime,Murder in the Village: Who Killed the Doctor's Wife?,2h 9m,N/A,5.7,64
Crime,Dickweed,1h 30m,90,7.1,36
Crime,Kiyma: Orman Kanunlari,1h 21m,81,4.3,35
Crime,Nirangal Moondru,2h 2m,122,6.1,531
Crime,Scopophobia,1h 40m,100,5.9,46
Crime,Kiss of the Con Queen,1h 57m,117,7.5,27
Crime,Castillo,2h 8m,128,8.1,33
Crime,Gangs of Godavari,2h 45m,165,5.0,904
Crime,Risky Business,1h 47m,107,7.8,90
Crime,Unknown Caller,1h 3m,63,7.0,29
Crime,Shakhahaari,2h 25m,145,7.5,1300
Crime,Duffle Bag Boy,2h 25m,N/A,6.9,57
Crime,Searching for Amani,1h 20m,80,7.9,31
Crime,Hyde Out,1h 20m,N/A,6.5,21
Crime,Remember Us,1h 36m,96,6.2,39
Crime,Secret Home,1h 57m,117,8.3,148
Crime,Treasures of Terror: Vol 2,1h 57m,N/A,N/A,N/A
Crime,Haunting Trophies,2h 30m,150,7.7,66
Crime,Jada,2h 30m,N/A,N/A,N/A
