Genre,Movie Name,Duration,Duration Minutes,Rating,Votes
Action,Ghosts of Red Ridge,1h 21m,81,3.3,154
Action,Alienoid: The Return to the Future,2h 2m,122,6.5,2600
Action,Yolo,2h 9m,129,6.9,3700
Action,Everybody Loves Jenifa,2h 15m,135,8.3,82
Action,Pimpinero: Blood and Oil,2h 1m,121,5.6,544
Action,The Friendly,1h 41m,101,8.1,15
Action,Ka Whawhai Tonu,1h 55m,115,7.4,176
Action,Razakar: The Silent Genocide of Hyderabad,2h 46m,166,7.4,5300
Action,Guntur Kaaram,2h 39m,159,5.4,25000
Action,Tillu Square,2h 17m,137,6.6,3400
Action,Sons of Rizk 3,2h 5m,125,6.7,1700
Action,UI,2h 15m,135,6.9,5700
Action,The Last of Us: Immunity,1h 4m,64,5.8,14
Action,Mission: Cross,1h 45m,105,6.1,2600
Action,Don't Mess with Grandma,1h 21m,81,6.0,151
Action,Hunting with Tigers,1h 49m,109,5.6,521
Action,Kingdom 4: Return of the Great General,2h 25m,145,7.1,1300
Action,Ayalaan,2h 35m,155,6.0,4000
Action,The Moon Thieves,1h 48m,108,6.1,242
Action,Game of Death - The six Doors to Hell,1h 48m,N/A,N/A,N/A
Action,Mura,2h 9m,129,7.3,6200
Action,The Charisma Killers,1h 41m,101,6.2,653
Action,Customs Frontline,1h 55m,115,5.4,477
Action,Citizen of a Kind,1h 54m,114,6.7,792
Action,Auron Mein Kahan Dum Tha,2h 30m,150,6.6,41000
Action,Barroz: Guardian of Treasures,2h 35m,155,3.5,988
Action,Bureau 749,2h 3m,123,4.1,519
Action,Eagle,2h 39m,159,5.9,4900
Action,Je Jatt Vigarh Gya,2h 12m,132,5.7,821
Action,The Plot,1h 40m,100,4.8,375
Action,School of Magical Animals 3,1h 45m,105,5.9,307
Action,Cassino in Ischia,1h 53m,113,4.4,239
Action,Snatched,1h 41m,101,4.9,209
Action,Hunt the Wicked,1h 42m,102,5.3,109
Action,Deaner '89,1h 30m,90,5.9,416
Action,Cells at Work!,1h 49m,109,6.8,191
Action,Lady Scorpions,1h 41m,101,3.6,366
Action,Kondal,2h 27m,147,5.4,766
Action,Sabari,2h 9m,129,8.4,5400
Action,The Unbreakable Bunch,R,0,7.2,26
Action,Sasan,2h 35m,155,8.6,67
Action,The Actor,2h 8m,128,3.3,725
Action,Taken from Rio Bravo,1h 20m,80,3.0,311
Action,I Am What I Am 2,2h 14m,134,7.5,199
Action,Crakk: Jeetega... Toh Jiyegaa,2h 34m,154,4.7,6500
Action,Son's Will,2h 34m,N/A,7.4,843
Action,Shark Warning,1h 34m,94,3.4,261
Action,Crisis Negotiators,2h,120,6.7,706
Action,Garudan,2h 13m,133,7.1,3300
Action,First Nights at Freddy's,1h 38m,98,9.3,15
Action,Martin,2h 27m,147,2.3,36000
Action,Yudhra,2h 22m,142,5.0,13000
Action,Non Negotiable,1h 27m,87,5.4,1200
Action,Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,2h 54m,174,8.2,655
Action,(Pri)sons,1h 40m,100,5.1,267
Action,Sheriff,2h 13m,133,6.9,1100
Action,Baki Hanma VS Kengan Ashura,1h 2m,62,5.7,1900
Action,I Heart Robots,1h 16m,76,4.6,2400
Action,Team of Two,1h 16m,N/A,5.0,108
Action,The Firefighters,1h 46m,106,5.7,177
Action,Rajakili,2h 2m,122,7.4,569
Action,Operation Hope,2h 2m,N/A,7.0,22
Action,The Day Everything Changed,1h 37m,97,7.9,79
Action,Young Lion of the West,1h 33m,93,5.2,108
Action,American Underdog,1h 29m,89,8.8,23
Action,Art of Eight Limbs,1h 41m,101,3.9,309
Action,Alangu,2h 11m,131,8.2,1200
Action,Lal Salaam,2h 30m,150,4.5,1300
Action,Kahar: Kapla High Council,1h 42m,102,6.9,449
Action,Echo 8,1h 36m,96,3.9,187
Action,The Bouncer,1h 18m,78,4.2,84
Action,Reapers,1h 18m,N/A,8.7,573
Action,Diabel,1h 48m,108,5.1,237
Action,Aho Vikramaarka,2h 16m,136,7.4,53
Action,Crosspoint,1h 40m,100,6.8,39
Action,S.T.A.L.K.E.R.: Shadow of the Zone,1h 12m,72,5.2,452
Action,Operation Valentine,2h 13m,133,5.3,1400
Action,Mummy Shark,1h 6m,66,2.0,176
Action,Pusaka,1h 30m,90,6.5,34
Action,Mobile Suit Gundam SEED Freedom,2h 4m,124,6.6,944
Action,Jathara,2h 9m,129,6.4,1100
Action,What Happens in Miami,1h 30m,90,4.3,219
Action,Paradise,1h 23m,83,6.9,77
Action,Mongol,2h 35m,155,8.7,93
Action,Shark Island,1h 21m,81,4.0,114
Action,Aserb: The Squadron,2h,120,5.2,304
Action,Clone Cops,1h 36m,96,8.0,191
Action,The Traveller,2h 14m,134,5.2,207
Action,The Wolf,2h 14m,N/A,3.5,35
Action,The Grey Men,1h 37m,97,6.4,70
Action,Checkmate,1h 44m,104,4.3,385
Action,Bloodline,1h 20m,80,9.2,49
Action,Six jours,1h 35m,95,6.4,100
Action,The Wild Blade of Strangers,1h 42m,102,6.2,113
Action,Sector 17,2h 26m,146,5.4,1300
Action,Correr para Vivir,1h 37m,97,7.0,195
Action,Witch Hunter,1h 20m,80,5.2,23
Action,Agastya - Chapter 1,2h 48m,168,6.9,597
Action,Yuva,2h 33m,153,5.8,834
Action,Bad Boyz,2h 30m,150,4.6,606
Action,Captain Miller,2h 37m,157,6.5,8600
Action,Saindhav,2h 18m,138,5.0,1600
Action,Naam,2h 16m,136,6.3,277
Action,Ship of the Damned,1h 28m,88,2.8,295
Action,Warrior Awang and Master Tok Gajah,1h 58m,118,4.6,472
Action,Next to Us,2h 5m,125,4.9,221
Action,Love You to Debt,2h 15m,135,6.2,754
Action,Bachhala Malli,2h 20m,140,8.3,3900
Action,Mathu Vadalara 2,2h 19m,139,7.0,1600
Action,Conquer: Lahad Datu,2h,120,6.7,504
Action,Iddaru,2h 28m,148,8.8,296
Action,Ape X Mecha Ape: New World Order,1h 27m,87,2.8,134
Action,Zebra,2h 44m,164,8.0,3200
Action,Buying Time,1h 24m,84,5.5,280
Action,Iron Fighter,1h 20m,80,3.6,62
Action,Mazhai Pidikatha Manithan,2h 13m,133,4.5,423
Action,Dirty Money,1h 40m,100,5.6,113
Action,24 Hours to D-Day,1h 23m,83,4.6,36
Action,The Infallibles,1h 39m,99,4.8,751
Action,The Kingdom,2h 13m,133,7.9,88
Action,Sucha Soorma,2h 16m,136,6.4,916
Action,Devaki Nandana Vasudeva,2h 8m,128,8.8,2700
Action,Shekko,2h,120,6.0,554
Action,Ballistic,1h 35m,95,2.3,161
Action,Sikaar,2h 30m,150,8.3,677
Action,Hakkenden,2h 29m,149,5.7,74
Action,High Forces,1h 59m,119,5.7,521
Action,Clownface 3,1h 44m,104,9.5,35
Action,Taklee Genesis x Worlds Collide,2h 26m,146,5.4,401
Action,Rang De Basanti,2h 54m,174,8.8,144
Action,The Experts,2h 1m,121,6.2,264
Action,The Artifact,1h 48m,108,N/A,N/A
Action,Sunfall,1h 14m,74,2.3,36
Action,Camp Blood: Clown Shark,1h 10m,70,3.3,86
Action,Memes & Nightmares,1h 21m,81,5.7,84
Action,6 Hours Away,1h 33m,93,3.9,242
Action,Turbo,2h 35m,155,5.9,3600
Action,Mister Gates,2h 35m,N/A,8.8,28
Action,Rode College,2h 48m,168,6.6,424
Action,Malayalee from India,2h 40m,160,5.6,5000
Action,Siren,2h 34m,154,6.4,2900
Action,Kung Fu Games,1h 38m,98,3.3,377
Action,Onsen shâku,1h 10m,70,5.9,28
Action,Premalo,2h 8m,128,7.3,1100
Action,Eye for an Eye 2,1h 30m,90,6.6,498
Action,Ghost Killer,1h 45m,105,7.1,63
Action,Kuang Bao Ju Xi,1h 15m,75,6.0,71
Action,Kizumonogatari: Koyomi Vamp,2h 24m,144,7.0,87
Action,The Epidemic,1h 35m,95,5.8,69
Action,Big City Greens the Movie: Spacecation,1h 23m,83,6.2,538
Action,Texas Twister,1h 28m,88,2.5,157
Action,Cholo Zombies,1h 36m,96,4.7,102
Action,Road Wars: Max Fury,1h 23m,83,2.0,350
Action,Mr. Bachchan,2h 30m,150,3.6,5300
Action,Gandhi 3,2h 23m,143,5.5,237
Action,The Avenger,2h 23m,N/A,4.2,5
Action,Breaking and Re-entering,1h 49m,109,5.8,440
Action,Shu Si Yi Bo,1h 31m,91,6.6,32
Action,My Fathers' Daughter,1h 18m,78,6.7,74
Action,Stranded Pearl,1h 30m,90,6.0,27
Action,Prepare to Die,1h 33m,93,4.6,232
Action,The Legend Hunters,1h 33m,N/A,5.4,30
Action,Bhairadevi,2h 14m,134,8.9,46
Action,Bhaiyya Ji,2h 30m,150,4.8,7400
Action,Ameena,1h 47m,107,6.4,19
Action,Mission: Chapter 1,2h 24m,144,5.9,1700
Action,The Miranda Brothers,1h 39m,99,4.4,189
Action,How to Make a Werewolf,16+,0,5.9,138
Action,Game On,2h 20m,140,5.3,2300
Action,SCP: The Infinite Mission,16+,0,6.0,32
Action,The Heist,2h,120,6.9,2000
Action,The Mick and the Trick,1h 36m,96,5.0,75
Action,Where Is Gilgamesh?,1h 30m,90,9.0,605
Action,Anchakkallakokkan,2h 6m,126,6.6,1000
Action,Slide or Die the Movie,2h 7m,127,N/A,N/A
Action,Bastar: The Naxal Story,2h 4m,124,6.4,3300
Action,My Redneck Neighbor: Chapter 2 - Let the Games Begin,55m,55,N/A,N/A
Action,Buddy,2h 17m,137,3.9,342
Action,In Tenebras: Into the Darkness,1h 30m,90,3.3,173
Action,Blocking the Horse,1h 34m,94,6.5,12
Action,Tòkunbò,1h 53m,113,3.9,294
Action,They Call Her Death,1h 32m,92,6.6,26
Action,Panjab Files,1h 57m,117,8.1,19
Action,Kill Craft,1h 39m,99,2.3,363
Action,The Omicron Killer,1h 38m,98,2.9,594
Action,Samandar,2h 52m,172,7.7,138
Action,Nu Huo 12 Xiao Shi,1h 26m,86,6.0,47
Action,Own Kind,1h 26m,N/A,N/A,N/A
Action,Double Ismart,2h 36m,156,2.9,2100
Action,Day Off,2h 36m,N/A,3.7,11
